indice_tiempo,indice_precios_exportacion,var_mensual_porcentaje,var_anual_porcentaje,indice_precios_importacion,var_porcentaje_precio_1,var_porcentaje_precio_2,indice_terminos_intercambio,var_porcentaje_terminos_intercambio_1,var_porcentaje_terminos_intercambio_2
2017-07-01,149.3,-1.7763157894736814,-4.048843187660656,116.6,-2.589807852965753,4.573991031390134,128.044596912521,0.8351200686102844,-8.245677662300178
2017-10-01,155.3,4.018754186202278,1.63612565445026,114.5,-1.801029159519718,1.2378426171529622,135.63318777292602,5.9265217302292506,0.3934132010335656
2018-01-01,159.9,3.0,5.3,111.520894,4.9,3.2,143.38120352586128,-1.8,2.0
2018-04-01,169.4,5.9,11.4,113.08952,2.7,3.0,149.79283668371747,3.2,8.2
2018-07-01,160.7,-5.1,7.6,116.36561499999999,0.4,6.2,138.09921427390728,-5.5,1.4
2018-10-01,153.5,-4.5,-1.2,119.704117,-2.2,5.8,128.23284933466408,-2.4,-6.5
2019-01-01,153.834758,0.2,-3.8,119.182467,-1.6,-0.7,129.07499053531086,1.8,-3.1
2019-04-01,151.721464,-1.4,-10.4,117.255427,-1.6,-4.9,129.39398020357726,0.2,-5.9
2019-07-01,149.354652,-1.5,-7.0,114.054642,-2.7,-7.8,130.95008618763626,1.2,0.9
2019-10-01,149.316571,-0.1,-2.7,111.852787,-1.9,-7.6,133.4938314947843,1.9,5.3
2020-01-01,150.838076,0.8,-2.1,114.72090299999999,2.4,-3.9,131.4826435771692,-1.6,1.8
2020-04-01,140.470834,-6.6,-7.3,111.784153,-2.4,-4.7,125.6625650685925,-4.2,-2.8
2020-07-01,144.211496,2.6629456759685866,-3.4435860759127745,109.927216,-1.7,-3.7,131.18816363001497,4.3,0.2
2020-10-01,151.779724,5.24800602581641,1.64961797843588,110.442745,0.46897303393911294,-1.2606230365989957,137.4284241124213,4.756725233234849,2.9473965752423004
2021-01-01,170.27346799999998,12.184594564159301,12.884937620127147,115.846199,4.892538663359014,0.9808988341035052,146.9823520062147,6.9519300359421665,11.788406444648714
2021-04-01,183.97788500000001,8.048474704232866,30.972302050972388,128.030149,10.517349818270683,14.533362345197531,143.69887595772462,-2.2339253683675286,14.352970496254835
2021-07-01,188.93883399999999,2.6964920267454895,31.015098824021603,133.652308,4.3912774013877165,21.582546036643002,141.36593436156747,-1.6234932810772262,7.758147114747693
2021-10-01,191.341696,1.271767137083124,26.06538670474854,132.649624,-0.7502182453893891,20.107141487654978,144.24593921201014,2.037269348835191,4.9607751406738565
2022-01-01,209.363638,9.418721782417983,22.95728774373704,137.487913,3.6474200635502774,18.681419146086963,152.27785005362617,5.568205861109798,3.6028121574674055
2022-04-01,224.64211699999998,7.297580012437477,22.102782625205176,161.266711,17.295191614407578,25.959949480336842,139.29850469884016,-8.523462440673546,-3.062216895961678
2022-07-01,211.375194,-5.9058039414754955,11.874933027267453,159.078886,-1.3566501024504518,19.024421186950246,132.87444947282316,-4.6117187258439385,-6.0067405397865485
2022-10-01,208.817569,-1.20999297580775,9.133332339648526,137.499356,-13.565301180195599,3.6560465486129123,151.86803420373838,14.294384515813153,5.284096754034384
2023-01-01,203.273885,-2.654797690897348,-2.908696590379267,142.608631,3.7158537673441794,3.724485948084766,142.53967910259234,-6.142408539134436,-6.395001602402727
2023-04-01,197.410302,-2.8845727034734425,-12.12231052826126,148.924806,4.429027160354693,-7.65310145129704,132.55703149950722,-7.003416638745308,-4.839587627956121
2023-07-01,187.983127,-4.775422004065422,-11.066609358144452,137.365475,-7.761857349674828,-13.649461311917921,136.8488894316421,3.23774445126348,2.9911243091410356
2023-10-01,186.37149399999998,-0.8573285409812392,-10.749131458378391,132.797942,-3.3250953341805833,-3.4192261962303294,140.34215530237657,2.5526446617452514,-7.589404157229874
2024-01-01,186.66241300000002,0.15609629657207247,-8.171965621653754,134.882427,1.5696666443821838,-5.4177674561646905,138.38897857316877,-1.3917249061762949,-2.911961466137525
2024-04-01,183.49620499999997,-1.6962215097905298,-7.048313517092952,141.476387,4.888672413938688,-5.001462953055658,129.7009408361552,-6.277983858678482,-2.1546127210630983
2024-07-01,178.130878,-2.923944394381328,-5.241028361018807,135.662861,-4.109184665565424,-1.2394773868761533,131.3040847634785,1.2360310703902089,-4.0517717689870665
2024-10-01,181.696317,2.0015839140477443,-2.5085257941861006,127.851135,-5.7581905190691725,-3.7250629983407446,142.11552912690215,8.233897965092707,1.2636073749221932
2025-01-01,185.468733,2.0762204002186646,-0.6394860008586911,125.188975,-2.0822341545892464,-7.1865936991184265,148.15101170051116,4.24688463723033,7.054053890701284
2025-04-01,181.68732599999998,-2.0388379964832115,-0.9857855098420076,131.499805,5.0410429512662835,-7.051764758453993,138.16547180431178,-6.740109150510065,6.5261908769415955
2025-07-01,179.480026,-1.2148893643797565,0.7573914276670202,130.020354,-1.1250594630159427,-4.159212741355933,138.03994565343208,-0.09085204084670062,5.129970558103403
2025-10-01,178.87347799999998,-0.33794735465439985,-1.5536027623498927,127.149952,-2.2076558874774332,-0.5484370553300089,140.67915495555985,1.911917082866621,-1.0107088086479865
